exec_date,signal_date,sell_code,buy_code,sell_price_ohlc4,buy_price_ohlc4,sell_commission,buy_commission,cash_before_trade,nav_after_trade_eod,action,holdings,cash_ratio,holding_ratios
2021-12-13,2021-12-10,,512890.SH,,1.5994605,0.0,1.7570761547898075,59792.13191496119,59712.139366590156,调仓买入,"510300.SH,159915.SZ,159985.SZ,512890.SH",0.058880981707073295,"510300.SH:0.1058,159915.SZ:0.4316,159985.SZ:0.3450,512890.SH:0.0586"
2021-12-14,2021-12-14,512890.SH,,1.5795119999999998,,0.8675809347603015,0.0,3516.0057120189467,59270.100862919106,风险减半仓,"510300.SH,159915.SZ,159985.SZ,512890.SH",0.08858260613977649,"510300.SH:0.1060,159915.SZ:0.4342,159985.SZ:0.3421,512890.SH:0.0292"
2021-12-27,2021-12-24,159915.SZ,,3.1895,,0.0,0.0,0.0,58706.101530874985,调仓卖出,"510300.SH,159985.SZ,512890.SH,518880.SH",0.0,"510300.SH:0.1044,159985.SZ:0.3633,512890.SH:0.0305,518880.SH:0.5018"
2021-12-27,2021-12-24,,518880.SH,,3.6325000000000003,0.0,14.739527250379593,58737.52520245083,58706.101530874985,调仓买入,"510300.SH,159985.SZ,512890.SH,518880.SH",0.0,"510300.SH:0.1044,159985.SZ:0.3633,512890.SH:0.0305,518880.SH:0.5018"
2022-01-11,2022-01-10,510300.SH,,5.6059455,,0.0,0.0,2996.311452853398,58559.903935986615,调仓卖出,"159985.SZ,512890.SH,518880.SH,513300.SH",0.051166604646905596,"159985.SZ:0.3630,512890.SH:0.0319,518880.SH:0.5029,513300.SH:0.0510"
2022-01-11,2022-01-10,,513300.SH,,1.261,0.0,1.4974070229152412,58599.67369022875,58559.903935986615,调仓买入,"159985.SZ,512890.SH,518880.SH,513300.SH",0.051166604646905596,"159985.SZ:0.3630,512890.SH:0.0319,518880.SH:0.5029,513300.SH:0.0510"
2022-01-12,2022-01-12,513300.SH,,1.2774999999999999,,0.7585001870635292,0.0,2996.3935435781336,58842.06910030353,风险减半仓,"159985.SZ,512890.SH,518880.SH,513300.SH",0.07669063115074672,"159985.SZ:0.3630,512890.SH:0.0316,518880.SH:0.5028,513300.SH:0.0259"
2022-01-24,2022-01-24,513300.SH,,1.16675,,0.0,0.0,5898.419265270931,58980.21786064991,止损,"159985.SZ,512890.SH,518880.SH",0.10000673919528204,"159985.SZ:0.3648,512890.SH:0.0313,518880.SH:0.5039"
2022-01-25,2022-01-24,,510300.SH,,5.498445,0.0,2.9478165246370547,58943.72303950612,58877.56809549114,调仓买入,"159985.SZ,512890.SH,518880.SH,510300.SH",0.0,"159985.SZ:0.3643,512890.SH:0.0305,518880.SH:0.5060,510300.SH:0.0992"
2022-02-07,2022-02-07,159985.SZ,,1.4037499999999998,,6.040560310810651,0.0,0.0,61175.44825403548,风险减半仓,"159985.SZ,512890.SH,518880.SH,510300.SH",0.19738441492357925,"159985.SZ:0.1982,512890.SH:0.0298,518880.SH:0.4802,510300.SH:0.0944"
2022-02-15,2022-02-14,510300.SH,,5.318316,,0.0,0.0,0.0,62153.89839976694,调仓卖出,"159985.SZ,512890.SH,518880.SH,513300.SH",0.0,"159985.SZ:0.1959,512890.SH:0.0298,518880.SH:0.4886,513300.SH:0.2857"
2022-02-15,2022-02-14,,513300.SH,,1.14975,0.0,8.88391107887843,62173.5624603467,62153.89839976694,调仓买入,"159985.SZ,512890.SH,518880.SH,513300.SH",0.0,"159985.SZ:0.1959,512890.SH:0.0298,518880.SH:0.4886,513300.SH:0.2857"
2022-02-24,2022-02-24,513300.SH,,1.0687499999999999,,4.129019337052108,0.0,0.0,63035.13309828342,风险减半仓,"159985.SZ,512890.SH,518880.SH,513300.SH",0.13094141709668156,"159985.SZ:0.2141,512890.SH:0.0292,518880.SH:0.4960,513300.SH:0.1297"
2022-02-24,2022-02-24,513300.SH,,1.0687499999999999,,0.0,0.0,16507.81930953433,63114.067391925666,止损,"159985.SZ,512890.SH,518880.SH",0.26155530758339646,"159985.SZ:0.2138,512890.SH:0.0292,518880.SH:0.4954"
2022-03-01,2022-02-28,,510300.SH,,5.350617,0.0,8.25046284546427,61933.77235831526,62072.34713490802,调仓买入,"159985.SZ,512890.SH,518880.SH,510300.SH",0.0,"159985.SZ:0.2085,512890.SH:0.0299,518880.SH:0.4950,510300.SH:0.2665"
2022-03-08,2022-03-08,510300.SH,,5.01393,,0.0,0.0,15454.875410881135,63619.747777451616,止损,"159985.SZ,512890.SH,518880.SH",0.2429257573441484,"159985.SZ:0.2164,512890.SH:0.0285,518880.SH:0.5122"
2022-03-15,2022-03-14,,513300.SH,,1.05275,0.0,3.862316999777812,62183.354800863206,61831.25856498615,调仓买入,"159985.SZ,512890.SH,518880.SH,513300.SH",0.12499335281090171,"159985.SZ:0.2201,512890.SH:0.0272,518880.SH:0.5030,513300.SH:0.1248"
2022-03-16,2022-03-16,513300.SH,,1.08575,,1.9916935086719347,0.0,7728.708056180514,62097.112654409655,风险减半仓,"159985.SZ,512890.SH,518880.SH,513300.SH",0.18857726035002934,"159985.SZ:0.2231,512890.SH:0.0276,518880.SH:0.4961,513300.SH:0.0646"
2022-04-14,2022-04-13,159985.SZ,,1.547,,0.0,0.0,12511.759708596352,63081.29320625164,调仓卖出,"512890.SH,518880.SH,513300.SH,510300.SH",0.19834342437603006,"512890.SH:0.0307,518880.SH:0.5057,513300.SH:0.0669,510300.SH:0.1983"
2022-04-14,2022-04-13,,510300.SH,,4.866683999999999,0.0,6.252753477559396,63084.11544494485,63081.29320625164,调仓买入,"512890.SH,518880.SH,513300.SH,510300.SH",0.19834342437603006,"512890.SH:0.0307,518880.SH:0.5057,513300.SH:0.0669,510300.SH:0.1983"
2022-04-25,2022-04-25,510300.SH,,4.517484,,2.902049299977041,0.0,12514.159421386368,61671.944257837495,风险减半仓,"512890.SH,518880.SH,513300.SH,510300.SH",0.2969803561805641,"512890.SH:0.0291,518880.SH:0.5164,513300.SH:0.0651,510300.SH:0.0925"
2022-04-25,2022-04-25,510300.SH,,4.517484,,0.0,0.0,24116.55252269458,61770.737314128055,止损,"512890.SH,518880.SH,513300.SH",0.39042034418421456,"512890.SH:0.0291,518880.SH:0.5155,513300.SH:0.0650"
2022-04-28,2022-04-27,513300.SH,,1.096,,0.0,0.0,7034.379090477215,61647.0714380905,调仓卖出,"512890.SH,518880.SH,159985.SZ,510300.SH",0.11410727105733708,"512890.SH:0.0299,518880.SH:0.5121,159985.SZ:0.2294,510300.SH:0.1146"
2022-04-28,2022-04-27,,159985.SZ,,1.59425,0.0,7.030863658647891,61424.78521091936,61647.0714380905,调仓买入,"512890.SH,518880.SH,159985.SZ,510300.SH",0.11410727105733708,"512890.SH:0.0299,518880.SH:0.5121,159985.SZ:0.2294,510300.SH:0.1146"
2022-04-29,2022-04-29,510300.SH,,4.614096,,1.787591786471698,0.0,7034.571813192024,62266.36063254258,风险减半仓,"512890.SH,518880.SH,159985.SZ,510300.SH",0.17036434579741364,"512890.SH:0.0301,518880.SH:0.5138,159985.SZ:0.2276,510300.SH:0.0582"
2022-05-17,2022-05-16,510300.SH,,4.629809999999999,,0.0,0.0,0.0,62037.32482098787,调仓卖出,"512890.SH,518880.SH,159985.SZ,159915.SZ",0.0,"512890.SH:0.0303,518880.SH:0.5072,159985.SZ:0.2319,159915.SZ:0.2307"
2022-05-17,2022-05-16,,159915.SZ,,2.2737499999999997,0.0,7.094527468541822,61923.84078417347,62037.32482098787,调仓买入,"512890.SH,518880.SH,159985.SZ,159915.SZ",0.0,"512890.SH:0.0303,518880.SH:0.5072,159985.SZ:0.2319,159915.SZ:0.2307"
2022-05-19,2022-05-19,159985.SZ,,1.6270000000000002,,3.5876478509079885,0.0,0.0,61849.48336509827,风险减半仓,"512890.SH,518880.SH,159985.SZ,159915.SZ",0.11595421115533637,"512890.SH:0.0304,518880.SH:0.5052,159985.SZ:0.1158,159915.SZ:0.2327"
2022-05-31,2022-05-30,518880.SH,,3.8735,,0.0,0.0,0.0,62657.086264106576,调仓卖出,"512890.SH,159985.SZ,159915.SZ,510300.SH",0.0,"512890.SH:0.0303,159985.SZ:0.1170,159915.SZ:0.2325,510300.SH:0.6203"
2022-05-31,2022-05-30,,510300.SH,,4.723803,0.0,19.286566484409143,62137.2863558369,62657.086264106576,调仓买入,"512890.SH,159985.SZ,159915.SZ,510300.SH",0.0,"512890.SH:0.0303,159985.SZ:0.1170,159915.SZ:0.2325,510300.SH:0.6203"
2022-06-29,2022-06-28,159985.SZ,,1.53225,,0.0,0.0,0.0,67755.84900538286,调仓卖出,"512890.SH,159915.SZ,510300.SH,518880.SH",0.0,"512890.SH:0.0280,159915.SZ:0.2471,510300.SH:0.6254,518880.SH:0.0995"
2022-06-29,2022-06-28,,518880.SH,,3.8265,0.0,3.3753404999061547,68177.74727161587,67755.84900538286,调仓买入,"512890.SH,159915.SZ,510300.SH,518880.SH",0.0,"512890.SH:0.0280,159915.SZ:0.2471,510300.SH:0.6254,518880.SH:0.0995"
2022-07-13,2022-07-12,518880.SH,,3.6505,,0.0,0.0,0.0,66389.38777318729,调仓卖出,"512890.SH,159915.SZ,510300.SH,513300.SH",0.0,"512890.SH:0.0283,159915.SZ:0.2505,510300.SH:0.6241,513300.SH:0.0971"
2022-07-13,2022-07-12,,513300.SH,,1.01175,0.0,3.2168731143796885,66196.90624491988,66389.38777318729,调仓买入,"512890.SH,159915.SZ,510300.SH,513300.SH",0.0,"512890.SH:0.0283,159915.SZ:0.2505,510300.SH:0.6241,513300.SH:0.0971"
2022-07-27,2022-07-26,510300.SH,,4.9851209999999995,,0.0,0.0,0.0,65744.62137710134,调仓卖出,"512890.SH,159915.SZ,513300.SH,159985.SZ",0.0,"512890.SH:0.0281,159915.SZ:0.2503,513300.SH:0.1018,159985.SZ:0.6197"
2022-07-27,2022-07-26,,159985.SZ,,1.547,0.0,20.333144667682838,65626.68239312229,65744.62137710134,调仓买入,"512890.SH,159915.SZ,513300.SH,159985.SZ",0.0,"512890.SH:0.0281,159915.SZ:0.2503,513300.SH:0.1018,159985.SZ:0.6197"
2022-08-10,2022-08-09,159915.SZ,,2.59225,,0.0,0.0,1.8189894035458565e-12,67217.03084937361,调仓卖出,"512890.SH,513300.SH,159985.SZ,518880.SH",2.7061436373499194e-17,"512890.SH:0.0270,513300.SH:0.1043,159985.SZ:0.6285,518880.SH:0.2402"
2022-08-10,2022-08-09,,518880.SH,,3.798,0.0,8.080223081823519,67235.31097569467,67217.03084937361,调仓买入,"512890.SH,513300.SH,159985.SZ,518880.SH",2.7061436373499194e-17,"512890.SH:0.0270,513300.SH:0.1043,159985.SZ:0.6285,518880.SH:0.2402"
2022-08-24,2022-08-23,518880.SH,,3.7837500000000004,,0.0,0.0,0.0,68991.59489196693,调仓卖出,"512890.SH,513300.SH,159985.SZ,159915.SZ",0.0,"512890.SH:0.0270,513300.SH:0.1026,159985.SZ:0.6424,159915.SZ:0.2280"
2022-08-24,2022-08-23,,159915.SZ,,2.658,0.0,8.041860405712578,69213.59470312005,68991.59489196693,调仓买入,"512890.SH,513300.SH,159985.SZ,159915.SZ",0.0,"512890.SH:0.0270,513300.SH:0.1026,159985.SZ:0.6424,159915.SZ:0.2280"
2022-09-01,2022-09-01,159915.SZ,,2.47875,,0.0,0.0,14991.56854771988,66506.94104866538,止损,"512890.SH,513300.SH,159985.SZ",0.22541359309774964,"512890.SH:0.0289,513300.SH:0.1011,159985.SZ:0.6447"
2022-09-07,2022-09-06,513300.SH,,1.0525,,0.0,0.0,0.0,67345.45002846961,调仓卖出,"512890.SH,159985.SZ,518880.SH,510300.SH",0.0,"512890.SH:0.0294,159985.SZ:0.6483,518880.SH:0.1610,510300.SH:0.1612"
2022-09-07,2022-09-06,,518880.SH,,3.75725,0.0,5.417976435334757,67173.70835171729,67345.45002846961,调仓买入,"512890.SH,159985.SZ,518880.SH,510300.SH",0.0,"512890.SH:0.0294,159985.SZ:0.6483,518880.SH:0.1610,510300.SH:0.1612"
2022-09-07,2022-09-06,,510300.SH,,4.784331,0.0,5.417976435334757,67173.70835171729,67345.45002846961,调仓买入,"512890.SH,159985.SZ,518880.SH,510300.SH",0.0,"512890.SH:0.0294,159985.SZ:0.6483,518880.SH:0.1610,510300.SH:0.1612"
2022-09-22,2022-09-21,510300.SH,,4.586451,,0.0,0.0,0.0,69666.22735577132,调仓卖出,"512890.SH,159985.SZ,518880.SH,513300.SH",0.0,"512890.SH:0.0277,159985.SZ:0.6675,518880.SH:0.1554,513300.SH:0.1494"
2022-09-22,2022-09-21,,513300.SH,,1.033,0.0,5.188697557675299,69569.24791779606,69666.22735577132,调仓买入,"512890.SH,159985.SZ,518880.SH,513300.SH",0.0,"512890.SH:0.0277,159985.SZ:0.6675,518880.SH:0.1554,513300.SH:0.1494"
2022-10-10,2022-10-10,159985.SZ,,1.77775,,11.683014845821967,0.0,0.0,69623.08306786485,风险减半仓,"512890.SH,159985.SZ,518880.SH,513300.SH",0.33543970832250486,"512890.SH:0.0272,159985.SZ:0.3358,518880.SH:0.1578,513300.SH:0.1437"
2022-10-27,2022-10-26,512890.SH,,1.6485645,,0.0,0.0,0.0,69608.29351555639,调仓卖出,"159985.SZ,518880.SH,513300.SH,159915.SZ",0.0,"159985.SZ:0.3340,518880.SH:0.1581,513300.SH:0.1507,159915.SZ:0.3572"
2022-10-27,2022-10-26,,159915.SZ,,2.29225,0.0,12.58009971618941,69887.60212317972,69608.29351555639,调仓买入,"159985.SZ,518880.SH,513300.SH,159915.SZ",0.0,"159985.SZ:0.3340,518880.SH:0.1581,513300.SH:0.1507,159915.SZ:0.3572"
2022-11-24,2022-11-23,159985.SZ,,1.8505,,0.0,0.0,0.0,71230.54808856237,调仓卖出,"518880.SH,513300.SH,510300.SH,512890.SH",0.0,"518880.SH:0.1598,513300.SH:0.1509,510300.SH:0.3437,512890.SH:0.3456"
2022-11-24,2022-11-23,159915.SZ,,2.27275,,0.0,0.0,0.0,71230.54808856237,调仓卖出,"518880.SH,513300.SH,510300.SH,512890.SH",0.0,"518880.SH:0.1598,513300.SH:0.1509,510300.SH:0.3437,512890.SH:0.3456"
2022-11-24,2022-11-23,,510300.SH,,4.465104,0.0,12.304786525128625,71372.666366867,71230.54808856237,调仓买入,"518880.SH,513300.SH,510300.SH,512890.SH",0.0,"518880.SH:0.1598,513300.SH:0.1509,510300.SH:0.3437,512890.SH:0.3456"
2022-11-24,2022-11-23,,512890.SH,,1.6956224999999998,0.0,12.304786525128625,71372.666366867,71230.54808856237,调仓买入,"518880.SH,513300.SH,510300.SH,512890.SH",0.0,"518880.SH:0.1598,513300.SH:0.1509,510300.SH:0.3437,512890.SH:0.3456"
2022-12-08,2022-12-07,518880.SH,,3.9085,,0.0,0.0,0.0,73179.28205728735,调仓卖出,"513300.SH,510300.SH,512890.SH,159985.SZ",0.0,"513300.SH:0.1430,510300.SH:0.3528,512890.SH:0.3494,159985.SZ:0.1548"
2022-12-08,2022-12-07,,159985.SZ,,1.9135,0.0,5.6304465551659995,72968.63700123498,73179.28205728735,调仓买入,"513300.SH,510300.SH,512890.SH,159985.SZ",0.0,"513300.SH:0.1430,510300.SH:0.3528,512890.SH:0.3494,159985.SZ:0.1548"
2022-12-22,2022-12-21,512890.SH,,1.671582,,0.0,0.0,0.0,70847.96772608269,调仓卖出,"510300.SH,159985.SZ,159915.SZ,518880.SH",0.0,"510300.SH:0.3532,159985.SZ:0.1602,159915.SZ:0.2430,518880.SH:0.2435"
2022-12-22,2022-12-21,513300.SH,,1.02575,,0.0,0.0,0.0,70847.96772608269,调仓卖出,"510300.SH,159985.SZ,159915.SZ,518880.SH",0.0,"510300.SH:0.3532,159985.SZ:0.1602,159915.SZ:0.2430,518880.SH:0.2435"
2022-12-22,2022-12-21,,159915.SZ,,2.241,0.0,8.632668393366497,70951.17985177253,70847.96772608269,调仓买入,"510300.SH,159985.SZ,159915.SZ,518880.SH",0.0,"510300.SH:0.3532,159985.SZ:0.1602,159915.SZ:0.2430,518880.SH:0.2435"
2022-12-22,2022-12-21,,518880.SH,,3.9845,0.0,8.632668393366497,70951.17985177253,70847.96772608269,调仓买入,"510300.SH,159985.SZ,159915.SZ,518880.SH",0.0,"510300.SH:0.3532,159985.SZ:0.1602,159915.SZ:0.2430,518880.SH:0.2435"
2023-01-20,2023-01-19,159985.SZ,,1.9635,,0.0,0.0,0.0,75917.55810080831,调仓卖出,"510300.SH,159915.SZ,518880.SH,512890.SH",0.0,"510300.SH:0.3588,159915.SZ:0.2544,518880.SH:0.2341,512890.SH:0.1527"
2023-01-20,2023-01-19,,512890.SH,,1.7211974999999997,0.0,5.771796161058696,75841.32403181975,75917.55810080831,调仓买入,"510300.SH,159915.SZ,518880.SH,512890.SH",0.0,"510300.SH:0.3588,159915.SZ:0.2544,518880.SH:0.2341,512890.SH:0.1527"
2023-02-10,2023-02-09,518880.SH,,3.993,,0.0,0.0,0.0,74662.59506888397,调仓卖出,"510300.SH,159915.SZ,512890.SH,513300.SH",0.0,"510300.SH:0.3580,159915.SZ:0.2544,512890.SH:0.1564,513300.SH:0.2312"
2023-02-10,2023-02-09,,513300.SH,,1.06425,0.0,8.642437414061211,74786.00217344522,74662.59506888397,调仓买入,"510300.SH,159915.SZ,512890.SH,513300.SH",0.0,"510300.SH:0.3580,159915.SZ:0.2544,512890.SH:0.1564,513300.SH:0.2312"
2023-02-15,2023-02-15,513300.SH,,1.0785,,4.379078576962658,0.0,0.0,75068.5877799511,风险减半仓,"510300.SH,159915.SZ,512890.SH,513300.SH",0.11661040035824762,"510300.SH:0.3572,159915.SZ:0.2533,512890.SH:0.1563,513300.SH:0.1166"
2023-02-24,2023-02-23,159915.SZ,,2.37225,,0.0,0.0,0.0,74085.67753678758,调仓卖出,"510300.SH,512890.SH,513300.SH,511580.SH",0.0,"510300.SH:0.3570,512890.SH:0.1621,513300.SH:0.1163,511580.SH:0.3646"
2023-02-24,2023-02-23,,511580.SH,,100.3335,0.0,13.50467013854953,74139.80530766057,74085.67753678758,调仓买入,"510300.SH,512890.SH,513300.SH,511580.SH",0.0,"510300.SH:0.3570,512890.SH:0.1621,513300.SH:0.1163,511580.SH:0.3646"
2023-03-10,2023-03-09,510300.SH,,4.702587,,0.0,0.0,0.0,73477.17565924715,调仓卖出,"512890.SH,513300.SH,511580.SH,518880.SH",0.0,"512890.SH:0.1627,513300.SH:0.1158,511580.SH:0.3689,518880.SH:0.3526"
2023-03-10,2023-03-09,,518880.SH,,4.05825,0.0,12.94628159599416,73583.85828661516,73477.17565924715,调仓买入,"512890.SH,513300.SH,511580.SH,518880.SH",0.0,"512890.SH:0.1627,513300.SH:0.1158,511580.SH:0.3689,518880.SH:0.3526"
2023-04-10,2023-04-07,512890.SH,,1.8275895,,0.0,0.0,0.0,75901.84645309302,调仓卖出,"513300.SH,518880.SH,159915.SZ,510300.SH",0.0,"513300.SH:0.1214,518880.SH:0.3604,159915.SZ:0.2592,510300.SH:0.2590"
2023-04-10,2023-04-07,511580.SH,,101.0835,,0.0,0.0,0.0,75901.84645309302,调仓卖出,"513300.SH,518880.SH,159915.SZ,510300.SH",0.0,"513300.SH:0.1214,518880.SH:0.3604,159915.SZ:0.2592,510300.SH:0.2590"
2023-04-10,2023-04-07,,159915.SZ,,2.3725,0.0,9.85723054892158,76053.0417289898,75901.84645309302,调仓买入,"513300.SH,518880.SH,159915.SZ,510300.SH",0.0,"513300.SH:0.1214,518880.SH:0.3604,159915.SZ:0.2592,510300.SH:0.2590"
2023-04-10,2023-04-07,,510300.SH,,4.8630435,0.0,9.85723054892158,76053.0417289898,75901.84645309302,调仓买入,"513300.SH,518880.SH,159915.SZ,510300.SH",0.0,"513300.SH:0.1214,518880.SH:0.3604,159915.SZ:0.2592,510300.SH:0.2590"
2023-04-24,2023-04-21,513300.SH,,1.1227500000000001,,0.0,0.0,6944.841321288515,74124.66568217146,调仓卖出,"518880.SH,510300.SH,512890.SH,511580.SH",0.09369136787835652,"518880.SH:0.3681,510300.SH:0.2572,512890.SH:0.0936,511580.SH:0.1873"
2023-04-24,2023-04-21,159915.SZ,,2.2475,,0.0,0.0,6944.841321288515,74124.66568217146,调仓卖出,"518880.SH,510300.SH,512890.SH,511580.SH",0.09369136787835652,"518880.SH:0.3681,510300.SH:0.2572,512890.SH:0.0936,511580.SH:0.1873"
2023-04-24,2023-04-21,,512890.SH,,1.90278,0.0,3.4706853179852644,74267.66525444634,74124.66568217146,调仓买入,"518880.SH,510300.SH,512890.SH,511580.SH",0.09369136787835652,"518880.SH:0.3681,510300.SH:0.2572,512890.SH:0.0936,511580.SH:0.1873"
2023-04-24,2023-04-21,,511580.SH,,101.20100000000001,0.0,6.941370635970528,74267.66525444634,74124.66568217146,调仓买入,"518880.SH,510300.SH,512890.SH,511580.SH",0.09369136787835652,"518880.SH:0.3681,510300.SH:0.2572,512890.SH:0.0936,511580.SH:0.1873"
2023-04-25,2023-04-25,512890.SH,,1.9022685,,1.7348761690305374,0.0,6945.031590913755,74313.20247765923,风险减半仓,"518880.SH,510300.SH,512890.SH,511580.SH",0.14012380984302586,"518880.SH:0.3706,510300.SH:0.2553,512890.SH:0.0470,511580.SH:0.1870"
2023-05-11,2023-05-10,510300.SH,,4.7188395,,0.0,0.0,14767.959745449636,75192.89268103268,调仓卖出,"518880.SH,512890.SH,511580.SH,513300.SH",0.196401005718654,"518880.SH:0.3728,512890.SH:0.0486,511580.SH:0.1857,513300.SH:0.1964"
2023-05-11,2023-05-10,,513300.SH,,1.1645,0.0,7.380289727860888,75215.15587387701,75192.89268103268,调仓买入,"518880.SH,512890.SH,511580.SH,513300.SH",0.196401005718654,"518880.SH:0.3728,512890.SH:0.0486,511580.SH:0.1857,513300.SH:0.1964"
2023-05-12,2023-05-12,513300.SH,,1.17225,,3.7147035781386544,0.0,14768.364347086497,75042.8119326376,风险减半仓,"518880.SH,512890.SH,511580.SH,513300.SH",0.2957519345051759,"518880.SH:0.3711,512890.SH:0.0479,511580.SH:0.1863,513300.SH:0.0990"
2023-05-25,2023-05-24,512890.SH,,1.856745,,0.0,0.0,0.0,75033.35864388627,调仓卖出,"518880.SH,511580.SH,513300.SH,159985.SZ",0.0,"518880.SH:0.3686,511580.SH:0.1866,513300.SH:0.1041,159985.SZ:0.3406"
2023-05-25,2023-05-24,,159985.SZ,,1.7369999999999999,0.0,12.785883894529103,75020.76445312092,75033.35864388627,调仓买入,"518880.SH,511580.SH,513300.SH,159985.SZ",0.0,"518880.SH:0.3686,511580.SH:0.1866,513300.SH:0.1041,159985.SZ:0.3406"
2023-06-26,2023-06-21,511580.SH,,102.43175,,0.0,0.0,0.0,78608.71769069752,调仓卖出,"518880.SH,513300.SH,159985.SZ,510300.SH",0.0,"518880.SH:0.3534,513300.SH:0.1096,159985.SZ:0.3588,510300.SH:0.1781"
2023-06-26,2023-06-21,,510300.SH,,4.553655,0.0,7.018765429493171,78506.10876590514,78608.71769069752,调仓买入,"518880.SH,513300.SH,159985.SZ,510300.SH",0.0,"518880.SH:0.3534,513300.SH:0.1096,159985.SZ:0.3588,510300.SH:0.1781"
2023-07-10,2023-07-07,510300.SH,,4.595616,,0.0,0.0,0.0,80314.7601863397,调仓卖出,"513300.SH,159985.SZ,511580.SH,159915.SZ",0.0,"513300.SH:0.1082,159985.SZ:0.3681,511580.SH:0.2615,159915.SZ:0.2622"
2023-07-10,2023-07-07,518880.SH,,4.369,,0.0,0.0,0.0,80314.7601863397,调仓卖出,"513300.SH,159985.SZ,511580.SH,159915.SZ",0.0,"513300.SH:0.1082,159985.SZ:0.3681,511580.SH:0.2615,159915.SZ:0.2622"
2023-07-10,2023-07-07,,511580.SH,,102.75475,0.0,10.500020502433939,80131.74142307839,80314.7601863397,调仓买入,"513300.SH,159985.SZ,511580.SH,159915.SZ",0.0,"513300.SH:0.1082,159985.SZ:0.3681,511580.SH:0.2615,159915.SZ:0.2622"
2023-07-10,2023-07-07,,159915.SZ,,2.139,0.0,10.500020502433939,80131.74142307839,80314.7601863397,调仓买入,"513300.SH,159985.SZ,511580.SH,159915.SZ",0.0,"513300.SH:0.1082,159985.SZ:0.3681,511580.SH:0.2615,159915.SZ:0.2622"
2023-07-12,2023-07-12,159915.SZ,,2.1504999999999996,,5.278236112782651,0.0,0.0,80956.62307870082,风险减半仓,"513300.SH,159985.SZ,511580.SH,159915.SZ",0.13033144896860788,"513300.SH:0.1077,159985.SZ:0.3728,511580.SH:0.2595,159915.SZ:0.1297"
2023-07-24,2023-07-21,511580.SH,,102.96775,,0.0,0.0,10470.041349591802,81914.31269596629,调仓卖出,"513300.SH,159985.SZ,512890.SH,518880.SH",0.12781699565071708,"513300.SH:0.1103,159985.SZ:0.3787,512890.SH:0.2556,518880.SH:0.1277"
2023-07-24,2023-07-21,159915.SZ,,2.098,,0.0,0.0,10470.041349591802,81914.31269596629,调仓卖出,"513300.SH,159985.SZ,512890.SH,518880.SH",0.12781699565071708,"513300.SH:0.1103,159985.SZ:0.3787,512890.SH:0.2556,518880.SH:0.1277"
2023-07-24,2023-07-21,,512890.SH,,1.9022685,0.0,10.464808945119243,82003.26466601266,81914.31269596629,调仓买入,"513300.SH,159985.SZ,512890.SH,518880.SH",0.12781699565071708,"513300.SH:0.1103,159985.SZ:0.3787,512890.SH:0.2556,518880.SH:0.1277"
2023-07-24,2023-07-21,,518880.SH,,4.4445,0.0,5.2324044725596215,82003.26466601266,81914.31269596629,调仓买入,"513300.SH,159985.SZ,512890.SH,518880.SH",0.12781699565071708,"513300.SH:0.1103,159985.SZ:0.3787,512890.SH:0.2556,518880.SH:0.1277"
2023-07-25,2023-07-25,518880.SH,,4.423500000000001,,2.6038408352309026,0.0,10470.328200039736,82827.49126118884,风险减半仓,"513300.SH,159985.SZ,512890.SH,518880.SH",0.1892536619301358,"513300.SH:0.1091,159985.SZ:0.3814,512890.SH:0.2574,518880.SH:0.0628"
2023-07-26,2023-07-26,512890.SH,,1.934493,,5.321041601296179,0.0,15675.835492845204,83026.40066311325,风险减半仓,"513300.SH,159985.SZ,512890.SH,518880.SH",0.3169184433346917,"513300.SH:0.1089,159985.SZ:0.3832,512890.SH:0.1281,518880.SH:0.0629"
2023-08-07,2023-08-04,513300.SH,,1.3935,,0.0,0.0,10084.72275133136,82656.5154969409,调仓卖出,"159985.SZ,512890.SH,510300.SH,159915.SZ",0.12200759602193238,"159985.SZ:0.3831,512890.SH:0.1298,510300.SH:0.1219,159915.SZ:0.2433"
2023-08-07,2023-08-04,518880.SH,,4.4135,,0.0,0.0,10084.72275133136,82656.5154969409,调仓卖出,"159985.SZ,512890.SH,510300.SH,159915.SZ",0.12200759602193238,"159985.SZ:0.3831,512890.SH:0.1298,510300.SH:0.1219,159915.SZ:0.2433"
2023-08-07,2023-08-04,,510300.SH,,4.806011999999999,0.0,5.03984145493821,82856.71143412121,82656.5154969409,调仓买入,"159985.SZ,512890.SH,510300.SH,159915.SZ",0.12200759602193238,"159985.SZ:0.3831,512890.SH:0.1298,510300.SH:0.1219,159915.SZ:0.2433"
2023-08-07,2023-08-04,,159915.SZ,,2.19075,0.0,10.07968290987642,82856.71143412121,82656.5154969409,调仓买入,"159985.SZ,512890.SH,510300.SH,159915.SZ",0.12200759602193238,"159985.SZ:0.3831,512890.SH:0.1298,510300.SH:0.1219,159915.SZ:0.2433"
2023-08-08,2023-08-08,510300.SH,,4.788873,,2.510934291033222,0.0,10084.999045105369,82460.34340143627,风险减半仓,"159985.SZ,512890.SH,510300.SH,159915.SZ",0.1831711592486249,"159985.SZ:0.3824,512890.SH:0.1306,510300.SH:0.0608,159915.SZ:0.2429"
