factor,return,group,ic_mean,icir_annual,ic_hit_ratio,ic_monotonicity,long_short_annual,long_short_sharpe,long_excess_annual,long_excess_ir
ret_20_ne,20D,total,-0.047932013796932,-1.7360999257707739,0.7416666666666667,0.6121212121212121,0.16480839940052297,1.1260739703753058,3.065483599528213e-05,0.0004166689819976523
ret_mean_20_ne,20D,total,-0.05175163916312124,-1.8814239967148556,0.75,0.6242424242424242,0.16772151763034085,1.1440076888249184,0.001706586679529032,0.023569341009990877
ret_std_20_ne,20D,total,-0.09000008068378443,-2.9801261456513752,0.8,0.7818181818181817,0.19875298895402754,1.2878404643846209,0.03141604770644931,0.5258771788895252
ret_msr_20_ne,20D,total,-0.03648983367563026,-1.2962197799515627,0.6416666666666667,0.41818181818181815,0.07732017483543625,0.49139621375898523,-0.015961964074904498,-0.3064200176759078
vw_ret_20_ne,20D,total,-0.0654942252697986,-2.868355495586054,0.8083333333333333,0.8060606060606059,0.17705649138275145,1.5174739388239271,0.017941884164754552,0.3308514026721001
intraday_ret_20_ne,20D,total,-0.0640934721268865,-2.6528765574716515,0.8,0.9272727272727272,0.21654929852082513,1.7961286416661395,0.035457140156501095,0.5904696719524474
vw_intraday_ret_20_ne,20D,total,-0.0698368497371317,-3.3813871901291086,0.825,0.9272727272727272,0.20537329365241086,2.097987543042752,0.03727037278914012,0.7758890384793222
overnight_ret_20_ne,20D,total,0.030713430366293638,2.3751453719349134,0.7333333333333333,0.5393939393939393,0.11104381459121787,1.2360394847332172,-0.011265611796456503,-0.21065932526385872
abs_overnight_ret_20_ne,20D,total,-0.08331325502277645,-3.263709581949971,0.8333333333333334,0.9393939393939393,0.1818739501876277,1.34681322299682,0.035850802783794496,0.7557868743104652
tvr_mean_20_ne,20D,total,-0.09399868512213197,-3.3944076078668437,0.8083333333333333,0.9999999999999999,0.24282418711710213,1.839814247057919,0.05992334795454848,1.3482924809862058
tvr_std_20_ne,20D,total,-0.09588987952310418,-3.927696670206887,0.875,0.9999999999999999,0.25157684757931187,2.112713256282137,0.07244358722392523,1.503437432955067
tvr_msr_20_ne,20D,total,0.04281312063699498,3.101306862283925,0.8333333333333334,0.9878787878787878,0.11532644993490782,1.563572465080186,0.038849988272880095,1.068267742188089
utr_ne,20D,total,-0.09347369068544698,-4.083330134779166,0.8833333333333333,0.9878787878787878,0.2794996454766516,2.6015189399426624,0.08940719382057924,2.0753390251948747
tvr_chg_mean_20_ne,20D,total,0.006165247904666489,0.4965053802685001,0.5666666666666667,0.05454545454545454,0.01809391892726746,-0.0357516203850582,-0.0408123236852421,-1.2029132788167352
tvr_chg_std_20_ne,20D,total,-0.016076384877400558,-1.3202092372854692,0.6333333333333333,0.7818181818181817,0.07485513591842444,0.9711922374482637,0.021703686391518866,0.6280948924322844
tvr_chg_msr_20_ne,20D,total,0.013924310467873418,1.0056302729100646,0.6583333333333333,0.12727272727272726,0.06220061620284741,0.6454119710767214,-0.019590974370387385,-0.5605295898499596
amp_mean_20_ne,20D,total,-0.09227659410043107,-2.799553015222261,0.8,0.7333333333333332,0.169808145506117,0.9772358089676572,0.01440105201783946,0.23125191392197078
amp_std_20_ne,20D,total,-0.09106065770851848,-3.630007858879954,0.8916666666666667,0.9757575757575757,0.20630048019949782,1.5822274110747339,0.04825843427100958,0.9336541055907295
amp_msr_20_ne,20D,total,0.035841800036473775,2.4103625356229452,0.7833333333333333,0.9757575757575757,0.11139460811445842,1.4487887048027714,0.037536271935371235,0.8685218734592058
shadow_diff_mean_20_ne,20D,total,0.037202578536465684,2.0541835139141122,0.75,0.32121212121212117,0.035191669729906484,0.16527532237456882,-0.035048484853117824,-0.8826440674663526
shadow_diff_std_20_ne,20D,total,-0.07939411914973774,-3.083171986646885,0.825,0.9757575757575757,0.1592478800583666,1.1919720645899774,0.035013746256429376,0.7025793051209529
shadow_diff_msr_20_ne,20D,total,0.0274073040867411,1.6099669865870567,0.7166666666666667,-0.13939393939393938,0.013291980422952616,-0.08380251346815874,-0.020725821720825346,-0.4965884675844944
plus_mean_20_ne,20D,total,-0.03651729997920756,-1.4858083754996831,0.6583333333333333,0.9272727272727272,0.18916599199237039,1.4886877396888991,0.02924400612884611,0.4170085023966912
plus_std_20_ne,20D,total,-0.08776264429664235,-2.8924970153682725,0.8333333333333334,0.7818181818181817,0.19411281315059836,1.2983714472891663,0.021505395050214537,0.3732679834083976
plus_msr_20_ne,20D,total,-0.026495791903478904,-1.093426223156036,0.6083333333333333,0.8060606060606059,0.10843136042387376,0.8335711299538671,0.018761658080613385,0.35912807468841657
illiq_mean_20_ne,20D,total,0.05212461022635604,2.650761421898843,0.7333333333333333,0.8545454545454544,0.16484035300300187,1.6345390400273068,0.09616735455689575,1.6715185907434469
illiq_std_20_ne,20D,total,0.044949629448810056,2.387184737278529,0.725,0.9636363636363635,0.12819606566079478,1.2841853925630815,0.0626677515413366,1.1002859603270956
illiq_msr_20_ne,20D,total,0.014666059530408124,1.3763518644128692,0.6166666666666667,0.7212121212121211,0.0722579964056096,0.9029566117563955,0.007527895035060737,0.2486622822924604
tvr_deplus_mean_20_ne,20D,total,-0.0920794681015317,-3.339351220572998,0.8,0.9999999999999999,0.22270773935178506,1.6516749674936115,0.05454055061192148,1.283551560738437
