factor,return,group,ic_mean,icir_annual,ic_hit_ratio,ic_monotonicity,long_short_annual,long_short_sharpe,long_excess_annual,long_excess_ir
tvr_q4_ret_20_ne,20D,total,-0.06082327598630457,-3.2606150033221435,0.8416666666666667,0.7696969696969697,0.1536773655142874,1.6460332194563576,0.019784489524901267,0.4261266967090888
tvr_q4_q1_diff_ret_20_ne,20D,total,-0.05736237637643302,-3.4313552105550262,0.8333333333333334,0.8060606060606059,0.13441872089008142,1.5273444658778013,0.010189072117752048,0.23980715647675177
tvr_high_low_diff_ret_20_ne,20D,total,-0.051827195357955186,-3.2532972433197567,0.8416666666666667,0.8787878787878788,0.134688872681942,1.54618089172105,0.013512979364182833,0.3134822074378658
tvr_q1_intraday_20_ne,20D,total,0.003912714717455511,0.3224243770676525,0.5166666666666667,0.06666666666666665,-0.016885641766829218,-0.644341304744978,-0.02920846437265516,-0.5754713141005081
tvr_q2_intraday_20_ne,20D,total,-0.0013178533763978136,-0.11587128829595636,0.48333333333333334,0.04242424242424241,0.03486142951519752,0.254061786348382,-0.01567155212235271,-0.2719996042068783
tvr_q3_intraday_20_ne,20D,total,-0.020953043235536428,-1.6251338380142777,0.675,0.5151515151515151,0.09680228248961623,1.0756203194607505,0.005345637776777092,0.1038931923570526
tvr_q4_intraday_20_ne,20D,total,-0.06292819522397376,-3.6359479047143486,0.8833333333333333,0.8787878787878788,0.1750739086774771,2.065626366084913,0.02749770516818975,0.6219113355189866
tvr_q4_q1_diff_intraday_20_ne,20D,total,-0.05830220767417935,-3.6191247990462694,0.8416666666666667,0.7818181818181817,0.14478118022135145,1.742863173470915,0.018396768306998428,0.4616985475859815
tvr_high_low_diff_intraday_20_ne,20D,total,-0.05450793169924626,-3.4871785808137026,0.8416666666666667,0.8787878787878788,0.15003849648345494,1.7601492085616008,0.023506277750807665,0.5617572606829914
tvr_q1_overnight_20_ne,20D,total,-0.004957037395212829,-0.5265107230991205,0.48333333333333334,-0.18787878787878787,0.034830663171723654,0.2633911491513945,-0.0143384363567636,-0.25508341126365963
tvr_q2_overnight_20_ne,20D,total,0.01235689438923235,1.5371307793534401,0.6916666666666667,0.4424242424242424,0.03818284599541773,0.3421569253600929,-0.025676711562211265,-0.4754264648555688
tvr_q3_overnight_20_ne,20D,total,0.019403504062499466,2.2005036599430734,0.7833333333333333,0.5393939393939393,0.06372080095489548,0.9072057397356356,-0.02132398078531663,-0.4545605668756795
tvr_q4_overnight_20_ne,20D,total,0.04464210868674519,3.4701067095418345,0.8666666666666667,0.7575757575757575,0.14213482047961956,1.619086048298089,0.013625125980777803,0.3211266134706298
tvr_q4_q1_diff_overnight_20_ne,20D,total,0.03905861732417992,3.1833442611137235,0.8666666666666667,0.8666666666666665,0.1255513170566778,1.6009790056633604,0.01354053214558711,0.304372204757628
tvr_high_low_diff_overnight_20_ne,20D,total,0.03202006112735757,2.8985236706728186,0.7916666666666666,0.6,0.09995945936517936,1.2499316099787898,-0.000815726130404841,-0.01791715253975632
amp_q1_ret_20_ne,20D,total,0.017281890248557846,1.3264538933853922,0.75,0.2606060606060606,0.03641986736980803,0.23576129775240695,-0.024630402207632216,-0.4554441168135197
amp_q2_ret_20_ne,20D,total,0.019563058860081577,1.5232024691902986,0.7083333333333334,0.24848484848484845,0.03518546867455201,0.23483548273793206,-0.022199449391544217,-0.4495489785057782
amp_q3_ret_20_ne,20D,total,0.0037966172343832367,0.29186735382625123,0.5583333333333333,0.11515151515151514,-0.009038820423004707,-0.4153940402415758,-0.04603631408789622,-0.7131780562030893
amp_q4_ret_20_ne,20D,total,-0.0667603196367057,-3.405468299711745,0.8583333333333333,0.9393939393939393,0.18976685327538412,1.9476726372502031,0.033301957720076866,0.6956827244023506
