factor,return,group,ic_mean,icir_annual,ic_hit_ratio,ic_monotonicity,long_short_annual,long_short_sharpe,long_excess_annual,long_excess_ir
vm_ret_top5_ind_ret_ne,20D,total,0.0435297142438453,2.744090897007103,0.7916666666666666,0.9757575757575757,0.1566228546551209,2.019834642050459,0.05145499164248662,1.2377819207662137
vm_ret_top5_ind_ret_ld_ne,20D,total,0.04714094523558468,2.8195513016885694,0.8,0.9999999999999999,0.14952367341197872,1.696716350115093,0.053667461896938926,1.1558391782774022
vm_ret_top5_ind_ret_exp_ne,20D,total,0.04704911109598946,2.8047510974378578,0.8,0.9878787878787878,0.15918944423699571,1.8452441919522973,0.057463722890527785,1.3198903824456045
vm_ret_bottom5_ind_ret_ne,20D,total,-0.026669432411758075,-1.9139237866984768,0.75,0.8909090909090909,0.09041207639052938,1.1308038964021365,0.02378850298877336,0.4860147680081877
vm_ret_bottom5_ind_ret_ld_ne,20D,total,-0.028860966758793627,-1.8996546209975456,0.7083333333333334,0.9636363636363635,0.1148512692166505,1.418093900330438,0.03267756869534782,0.6428980915803052
vm_ret_bottom5_ind_ret_exp_ne,20D,total,-0.029204764704142756,-1.9338284009137916,0.725,0.9272727272727272,0.10362474066333335,1.2646056740670635,0.024651393598580963,0.4880390314869986
vm_ret_top10_ind_ret_ne,20D,total,0.034117923174710435,2.284906318486678,0.75,0.8545454545454544,0.13702933324493868,1.7008446635563863,0.039655295877739805,0.8181611348062791
vm_ret_top10_ind_ret_ld_ne,20D,total,0.04708173309423686,2.725965202838753,0.7833333333333333,0.9757575757575757,0.16354929649118213,1.7560449505178601,0.06069900140689505,1.252698166000213
vm_ret_top10_ind_ret_exp_ne,20D,total,0.04340234062332312,2.5916138827100617,0.7666666666666667,0.9515151515151514,0.15552461652196345,1.7563736627982414,0.052631261415242936,1.0647256925008286
vm_ret_bottom10_ind_ret_ne,20D,total,-0.034491595655605035,-2.3268686097906857,0.75,0.9515151515151514,0.13813287908299693,1.754837508031019,0.04079142085707187,0.878895387835214
vm_ret_bottom10_ind_ret_ld_ne,20D,total,-0.03445735343632273,-2.1375846402837877,0.7416666666666667,0.9636363636363635,0.12869608209484273,1.5570357571950906,0.03481475372760243,0.6946649865615739
vm_ret_bottom10_ind_ret_exp_ne,20D,total,-0.036608176265128765,-2.2684039804481295,0.7583333333333333,0.9151515151515152,0.14359440958268233,1.7418293904683562,0.042926320598449086,0.8625456971181082
vm_ret_top15_ind_ret_ne,20D,total,0.025918979710307464,1.8775875030745326,0.75,0.9757575757575757,0.09160194132766804,1.1393947083457259,0.028401340123531037,0.5663311519772315
vm_ret_top15_ind_ret_ld_ne,20D,total,0.045507045775374906,2.5979721788644508,0.775,0.9878787878787878,0.1635264672219142,1.7615962197386996,0.058152408752736084,1.1357796952943182
vm_ret_top15_ind_ret_exp_ne,20D,total,0.04019535642943354,2.4027812338732986,0.7583333333333333,0.9999999999999999,0.15010216604057658,1.7216864643314362,0.053720814154697316,1.0632475840232116
vm_ret_bottom15_ind_ret_ne,20D,total,-0.04379346052841271,-2.787142301778425,0.8,0.9878787878787878,0.15984072295307214,2.026682560512758,0.05201053595285754,1.2615183001699926
vm_ret_bottom15_ind_ret_ld_ne,20D,total,-0.04168892769868219,-2.4317046752211153,0.7583333333333333,0.9878787878787878,0.1502277794317018,1.6875825585572766,0.04765023188771317,0.9371254759435675
vm_ret_bottom15_ind_ret_exp_ne,20D,total,-0.04601848188643256,-2.6566287502113393,0.775,0.9878787878787878,0.16847085042462803,1.9033803460398289,0.05368312553925167,1.1547514483546826
